time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Chile,Sweden,0,2,2019-06-11,2019,France,15875,0–2,Group stage,,Kosovare Asllani · 83’|Madelen Janogy · 90+4’,,,,,,,"['78’|0:0|Carla Guerrero', '90+6’|0:2|Yessenia López']",['67’|0:0|Magdalena Eriksson'],Feminina
United States,Thailand,13,0,2019-06-11,2019,France,18591,13–0 ,Group stage,Alex Morgan · 12’|Rose Lavelle · 20’|Lindsey Horan · 32’|Sam Mewis · 50’|Alex Morgan · 53’|Sam Mewis · 54’|Rose Lavelle · 56’|Alex Morgan · 74’|Megan Rapinoe · 79’|Alex Morgan · 81’|Mallory Swanson · 84’|Alex Morgan · 87’|Carli Lloyd · 90+2’,,,,,,,,,['72’|7:0|Taneekarn Dangda'],Feminina
Argentina,Japan,0,0,2019-06-10,2019,France,25055,0–0,Group stage,,,,,,,,,,"['38’|0:0|Risa Shimizu', '45+1’|0:0|Hina Sugita', '85’|0:0|Mana Iwabuchi']",Feminina
Canada,Cameroon,1,0,2019-06-10,2019,France,10710,1–0,Group stage,Kadeisha Buchanan · 45’,,,,,,,,,"['37’|0:0|Marlyse Bernadett Ngo Ndoumbouk', '74’|1:0|Gaëlle Enganamouit']",Feminina
Australia,Italy,1,2,2019-06-09,2019,France,15380,1–2,Group stage,Sam Kerr · 22’,Barbara Bonansea · 56’|Barbara Bonansea · 90+5’,,,,,,,['76’|1:1|Lisa De Vanna'],"['21’|0:0|Sara Gama', '63’|1:1|Cristiana Girelli', '69’|1:1|Valentina Cernoia']",Feminina
Brazil,Jamaica,3,0,2019-06-09,2019,France,17668,3–0,Group stage,Cristiane · 15’|Cristiane · 50’|Cristiane · 64’,,,,,,,,"['58’|2:0|Formiga', '82’|3:0|Daiane']",['17’|1:0|Konya Plummer'],Feminina
England,Scotland,2,1,2019-06-09,2019,France,13188,2–1,Group stage,Ellen White · 40’,Claire Emslie · 79’,,,Nikita Parris (P) · 14’,,,,,"['43’|2:0|Jennifer Beattie', '47’|2:0|Nicola Docherty']",Feminina
Germany,China PR,1,0,2019-06-08,2019,France,15283,1–0,Group stage,Giulia Gwinn · 66’,,,,,,,,['82’|1:0|Lena Oberdorf'],"['12’|0:0|Wang Shanshan', '44’|0:0|Yang Li', '50’|0:0|Liu Shanshan', '71’|1:0|Wang Shuang']",Feminina
Spain,South Africa,3,1,2019-06-08,2019,France,12044,3–1,Group stage,Lucía García · 89’,Thembi Kgatlana · 25’,,,Jennifer Hermoso (P) · 70’|Jennifer Hermoso (P) · 83’,,,,['90+4’|3:1|Marta Corredera'],"['60’|0:1|Nothando Vilakazi', '69’|0:1|Janine van Wyk', '77’|1:1|Kholosa Biyana']",Feminina
Norway,Nigeria,3,0,2019-06-08,2019,France,11058,3–0,Group stage,Guro Reiten · 17’|Lisa-Marie Karlseng Utland · 34’,,Osinachi Ohale (OG) · 37’,,,,,,,"['13’|0:0|Desire Oparanozie', '45+1’|3:0|Francisca Ordega']",Feminina
France,Korea Republic,4,0,2019-06-07,2019,France,45261,4–0,Group stage,Eugénie Le Sommer · 9’|Wendie Renard · 35’|Wendie Renard · 45+2’|Amandine Henry · 85’,,,,,,,,,,Feminina
United States,Japan,5,2,2015-07-05,2015,Canada,53341,5–2,Final,Carli Lloyd · 3’|Carli Lloyd · 5’|Lauren Holiday · 14’|Carli Lloyd · 16’|Tobin Heath · 54’,Yūki Nagasato · 27’,,Julie Ertz (OG) · 52’,,,,,,"['82’|5:2|Homare Sawa', '85’|5:2|Mana Iwabuchi']",Feminina
Germany,England,0,1,2015-07-04,2015,Canada,21483,0–1,Third-place match,,,,,,Fara Williams (P) · 108’,,,,"['77’|0:0|Katie Chapman', '83’|0:0|Karen Bardsley', '92’|0:0|Laura Bassett']",Feminina
Japan,England,2,1,2015-07-01,2015,Canada,31467,2–1,Semi-finals,,,Laura Bassett (OG) · 90+2’,,Aya Miyama (P) · 33’,Fara Williams (P) · 40’,,,['90’|1:1|Yūki Nagasato'],['31’|0:0|Claire Rafferty'],Feminina
United States,Germany,2,0,2015-06-30,2015,Canada,51176,2–0,Semi-finals,Kelley O'Hara · 84’,,,,Carli Lloyd (P) · 69’,,,,"['38’|0:0|Becky Sauerbrunn', '59’|0:0|Julie Ertz']","['34’|0:0|Leonie Maier', '67’|0:0|Annike Krahn']",Feminina
Australia,Japan,0,1,2015-06-27,2015,Canada,19814,0–1,Quarter-finals,,Mana Iwabuchi · 87’,,,,,,,,['27’|0:0|Azusa Iwashimizu'],Feminina
England,Canada,2,1,2015-06-27,2015,Canada,54027,2–1,Quarter-finals,Jodie Taylor · 11’|Lucy Bronze · 14’,Christine Sinclair · 42’,,,,,,,['63’|2:1|Jade Moore'],['90+3’|2:1|Lauren Sesselmann'],Feminina
Germany,France,1,1,2015-06-26,2015,Canada,24859,(5) 1–1 (4),Quarter-finals,,Louisa Cadamuro · 64’,,,Célia Šašić (P) · 84’,,,,"['37’|0:0|Anja Mittag', '68’|0:1|Lena Goeßling', '68’|0:1|Dzsenifer Marozsán', '91’|1:1|Melanie Leupolz']","['55’|0:0|Marie-Laure Delie', '57’|0:0|Laura Georges']",Feminina
China PR,United States,0,1,2015-06-26,2015,Canada,24141,0–1,Quarter-finals,,Carli Lloyd · 51’,,,,,,,['50’|0:0|Wu Haiyan'],,Feminina
Japan,Netherlands,2,1,2015-06-23,2015,Canada,28717,2–1,Round of 16,Saori Ariyoshi · 10’|Mizuho Sakaguchi · 78’,Kirsten van de Ven · 90+2’,,,,,,,['50’|1:0|Saori Ariyoshi'],,Feminina
Norway,England,1,2,2015-06-22,2015,Canada,19829,1–2,Round of 16,Solveig Gulbrandsen · 54’,Steph Houghton · 61’|Lucy Bronze · 76’,,,,,,,,,Feminina
United States,Colombia,2,0,2015-06-22,2015,Canada,19412,2–0,Round of 16,Alex Morgan · 53’,,,,Carli Lloyd (P) · 66’,,,Catalina Pérez · 47’,"['17’|0:0|Lauren Holiday', '41’|0:0|Megan Rapinoe']",['65’|1:0|Angela Clavijo'],Feminina
Brazil,Australia,0,1,2015-06-21,2015,Canada,12054,0–1,Round of 16,,Kyah Simon · 80’,,,,,,,"['14’|0:0|Fabiana da Silva Simões', '81’|0:1|Marta']",,Feminina
Canada,Switzerland,1,0,2015-06-21,2015,Canada,53855,1–0,Round of 16,Josée Bélanger · 52’,,,,,,,,"['13’|0:0|Christine Sinclair', '74’|1:0|Kadeisha Buchanan']",['46’|0:0|Selina Kuster'],Feminina
France,Korea Republic,3,0,2015-06-21,2015,Canada,15518,3–0,Round of 16,Marie-Laure Delie · 4’|Élodie Thomis · 8’|Marie-Laure Delie · 48’,,,,,,,,['80’|3:0|Kheira Hamraoui'],"['33’|2:0|Lee Eun-mi', '85’|3:0|Lee Geum-min']",Feminina
Germany,Sweden,4,1,2015-06-20,2015,Canada,22486,4–1,Round of 16,Anja Mittag · 24’|Célia Šašić · 78’|Dzsenifer Marozsán · 88’,Linda Sembrant · 82’,,,Célia Šašić (P) · 36’,,,,['28’|1:0|Saskia Bartusiak'],"['35’|1:0|Amanda Ilestedt', '68’|2:0|Lotta Schelin']",Feminina
China PR,Cameroon,1,0,2015-06-20,2015,Canada,15958,1–0,Round of 16,Wang Shanshan · 12’,,,,,,,,,['90+3’|1:0|Claudine Meffometou'],Feminina
Costa Rica,Brazil,0,1,2015-06-18,2015,Canada,9543,0–1,Group stage,,Raquel · 83’,,,,,,,,,Feminina
England,Colombia,2,1,2015-06-17,2015,Canada,13862,2–1,Group stage,Karen Carney · 15’,Lady Andrade · 90+4’,,,Fara Williams (P) · 38’,,,,['65’|2:0|Alex Scott'],"['36’|1:0|Catalina Usme', '37’|1:0|Carolina Arias', '85’|2:0|Sandra Sepúlveda']",Feminina
Mexico,France,0,5,2015-06-17,2015,Canada,21562,0–5,Group stage,,Marie-Laure Delie · 1’|Eugénie Le Sommer · 13’|Eugénie Le Sommer · 36’|Amandine Henry · 80’,,Jenny Ruiz-Williams (OG) · 9’,,,,,"['62’|0:4|Valeria Miranda', '87’|0:5|Verónica Pérez']",,Feminina
Korea Republic,Spain,2,1,2015-06-17,2015,Canada,21562,2–1,Group stage,Cho So-hyun · 53’|Kim Soo-yun · 78’,Verónica Boquete · 29’,,,,,,,['69’|1:1|Hwang Bo-ram'],['56’|1:1|Virginia Torrecilla'],Feminina
Switzerland,Cameroon,1,2,2015-06-16,2015,Canada,10177,1–2,Group stage,Ana-Maria Crnogorčević · 24’,Gabrielle Onguene · 47’|Madeleine Ngono Mani · 62’,,,,,,,['82’|1:2|Lia Wälti'],"['19’|0:0|Raissa Feudjio', '35’|1:0|Ajara Nchout', '68’|1:2|Claudine Meffometou', '90+2’|1:2|Gaëlle Enganamouit']",Feminina
Ecuador,Japan,0,1,2015-06-16,2015,Canada,14522,0–1,Group stage,,Yūki Nagasato · 5’,,,,,,,"['39’|0:1|Erika Vásquez', '52’|0:1|Nancy Aguilar']",['17’|0:1|Shinobu Ohno'],Feminina
Nigeria,United States,0,1,2015-06-16,2015,Canada,52193,0–1,Group stage,,Abby Wambach · 45’,,,,,,,"['38’|0:0|Sarah Nnodim', '43’|0:0|Onome Ebi', '60’|0:1|Josephine Chukwunonye', '68’|0:1|Ngozi Okobi']",,Feminina
Australia,Sweden,1,1,2015-06-16,2015,Canada,10177,1–1,Group stage,Lisa De Vanna · 5’,Sofia Jakobsson · 15’,,,,,,,,,Feminina
Thailand,Germany,0,4,2015-06-15,2015,Canada,26191,0–4,Group stage,,Melanie Leupolz · 24’|Lena Petermann · 56’|Lena Petermann · 58’|Sara Däbritz · 73’,,,,,,,['82’|0:4|Anootsara Maijarern'],,Feminina
Côte d'Ivoire,Norway,1,3,2015-06-15,2015,Canada,7147,1–3,Group stage,Ange N'Guessan · 71’,Ada Hegerberg · 6’|Ada Hegerberg · 62’|Solveig Gulbrandsen · 67’,,,,,,,['25’|0:1|Fatou Coulibaly'],['52’|0:1|Emilie Haavi'],Feminina
China PR,New Zealand,2,2,2015-06-15,2015,Canada,26191,2–2,Group stage,Wang Shanshan · 60’,Rebekah Stott · 28’|Hannah Wilkinson · 64’,,,Wang Lisi (P) · 41’,,,,"['75’|2:2|Liu Shanshan', '86’|2:2|Wang Shuang']","['83’|2:2|Abby Erceg', '86’|2:2|Katie Duncan']",Feminina
Netherlands,Canada,1,1,2015-06-15,2015,Canada,45420,1–1,Group stage,Kirsten van de Ven · 87’,Ashley Lawrence · 10’,,,,,,,['73’|0:1|Stefanie van der Gragt'],['72’|0:1|Josée Bélanger'],Feminina
France,Colombia,0,2,2015-06-13,2015,Canada,13138,0–2,Group stage,,Lady Andrade · 19’|Catalina Usme · 90+3’,,,,,,,,"['69’|0:1|Sandra Sepúlveda', '79’|0:1|Diana Ospina']",Feminina
Brazil,Spain,1,0,2015-06-13,2015,Canada,28623,1–0,Group stage,Andressa · 44’,,,,,,,,['90+3’|1:0|Raquel'],['23’|0:0|Leire Landa'],Feminina
England,Mexico,2,1,2015-06-13,2015,Canada,13138,2–1,Group stage,Fran Kirby · 71’|Karen Carney · 82’,Fabiola Ibarra · 90+1’,,,,,,,['90+3’|2:1|Karen Carney'],['64’|0:0|Alina Garciamendez'],Feminina
Korea Republic,Costa Rica,2,2,2015-06-13,2015,Canada,28623,2–2,Group stage,Jeon Ga-eul · 25’,Melissa Herrera · 17’|Karla Villalobos · 89’,,,Ji So-yun (P) · 21’,,,,"['69’|2:1|Kim Hye-ri', '81’|2:1|Lee Geum-min', '86’|2:1|Hwang Bo-ram']",,Feminina
Australia,Nigeria,2,0,2015-06-12,2015,Canada,32716,2–0,Group stage,Kyah Simon · 29’|Kyah Simon · 68’,,,,,,,,,"['42’|1:0|Evelyn Nwabuoku', '60’|1:0|Josephine Chukwunonye']",Feminina
Switzerland,Ecuador,10,1,2015-06-12,2015,Canada,31441,10–1 ,Group stage,Eseosa Aigbogun · 45+2’|Fabienne Humm · 47’|Fabienne Humm · 49’|Fabienne Humm · 52’|Ramona Bachmann · 61’|Martina Moser · 76’|Ramona Bachmann · 81’,,Angie Ponce (OG) · 24’|Angie Ponce (OG) · 71’,,Ramona Bachmann (P) · 60’,Angie Ponce (P) · 64’,,,,['72’|8:1|Denise Pesántes'],Feminina
Japan,Cameroon,2,1,2015-06-12,2015,Canada,31441,2–1,Group stage,Aya Sameshima · 6’|Yuika Sugasawa · 17’,Ajara Nchout · 90’,,,,,,,,['43’|2:0|Genevieve Ngo'],Feminina
United States,Sweden,0,0,2015-06-12,2015,Canada,32716,0–0,Group stage,,,,,,,,,,,Feminina
China PR,Netherlands,1,0,2015-06-11,2015,Canada,35544,1–0,Group stage,Wang Lisi · 90+1’,,,,,,,,,,Feminina
Germany,Norway,1,1,2015-06-11,2015,Canada,18967,1–1,Group stage,Anja Mittag · 6’,Maren Mjelde · 61’,,,,,,,['59’|1:0|Saskia Bartusiak'],,Feminina
Côte d'Ivoire,Thailand,2,3,2015-06-11,2015,Canada,18987,2–3,Group stage,Ange N'Guessan · 4’|Josée Nahi · 88’,Orathai Srimanee · 26’|Orathai Srimanee · 45+3’|Thanatta Chawong · 75’,,,,,,,['90+4’|2:3|Jessica Aby'],,Feminina
Canada,New Zealand,0,0,2015-06-11,2015,Canada,35544,0–0,Group stage,,,,,,,,,['31’|0:0|Allysha Chapman'],"['52’|0:0|Ria Percival', '71’|0:0|Sarah Gregorius']",Feminina
France,England,1,0,2015-06-09,2015,Canada,11686,1–0,Group stage,Eugénie Le Sommer · 29’,,,,,,,,,['65’|1:0|Katie Chapman'],Feminina
Spain,Costa Rica,1,1,2015-06-09,2015,Canada,10175,1–1,Group stage,Vicky Losada · 13’,Raquel Rodríguez · 14’,,,,,,,['44’|1:1|Celia Jiménez'],,Feminina
Colombia,Mexico,1,1,2015-06-09,2015,Canada,11686,1–1,Group stage,Daniela Montoya · 82’,Verónica Pérez · 36’,,,,,,,"['26’|0:0|Natalia Gaitán', '34’|0:0|Oriánica Velásquez', '55’|0:1|Daniela Montoya']",['18’|0:0|Cecilia Santiago'],Feminina
Brazil,Korea Republic,2,0,2015-06-09,2015,Canada,10175,2–0,Group stage,Formiga · 33’,,,,Marta (P) · 53’,,,,,['52’|1:0|Cho So-hyun'],Feminina
Sweden,Nigeria,3,3,2015-06-08,2015,Canada,31148,3–3,Group stage,Nilla Fischer · 31’|Linda Sembrant · 60’,Ngozi Okobi · 50’|Asisat Oshoala · 53’|Francisca Ordega · 87’,Desire Oparanozie (OG) · 21’,,,,,,,,Feminina
Cameroon,Ecuador,6,0,2015-06-08,2015,Canada,25942,6–0,Group stage,Madeleine Ngono Mani · 34’|Gaëlle Enganamouit · 36’|Gaëlle Enganamouit · 73’,,,,Christine Manie (P) · 44’|Gabrielle Onguene (P) · 79’|Gaëlle Enganamouit (P) · 90+4’,,,Ligia Moreira · 66’,['38’|2:0|Jeannette Yango'],"['43’|2:0|Kerlly Real', '45+2’|3:0|Ingrid Rodríguez', '70’|3:0|Katherine Ortíz']",Feminina
United States,Australia,3,1,2015-06-08,2015,Canada,31148,3–1,Group stage,Megan Rapinoe · 12’|Christen Press · 61’|Megan Rapinoe · 78’,Lisa De Vanna · 27’,,,,,,,"['56’|1:1|Lauren Holiday', '64’|2:1|Megan Rapinoe']",,Feminina
Japan,Switzerland,1,0,2015-06-08,2015,Canada,25942,1–0,Group stage,,,,,Aya Miyama (P) · 29’,,,,,"['22’|0:0|Ramona Bachmann', '28’|0:0|Gaëlle Thalmann', '90+3’|1:0|Caroline Abbé']",Feminina
Norway,Thailand,4,0,2015-06-07,2015,Canada,20953,4–0,Group stage,Trine Rønning · 15’|Isabell Herlovsen · 29’|Isabell Herlovsen · 34’|Ada Hegerberg · 68’,,,,,,,,,"['51’|3:0|Warunee Phetwiset', '75’|4:0|Duangnapa Sritala']",Feminina
Germany,Côte d'Ivoire,10,0,2015-06-07,2015,Canada,20953,10–0 ,Group stage,Célia Šašić · 3’|Célia Šašić · 14’|Anja Mittag · 29’|Célia Šašić · 31’|Anja Mittag · 35’|Anja Mittag · 64’|Simone Laudehr · 71’|Sara Däbritz · 75’|Melanie Behringer · 79’|Alexandra Popp · 85’,,,,,,,,,"['36’|5:0|Rita Akaffou', '40’|5:0|Dominique Thiamale', '58’|5:0|Sophie Aguie', '66’|6:0|Rebecca Elloh', '70’|6:0|Fatou Coulibaly', '86’|10:0|Josée Nahi']",Feminina
Canada,China PR,1,0,2015-06-06,2015,Canada,53058,1–0,Group stage,,,,,Christine Sinclair (P) · 90+2’,,,,['22’|0:0|Desiree Scott'],,Feminina
New Zealand,Netherlands,0,1,2015-06-06,2015,Canada,53058,0–1,Group stage,,Lieke Martens · 33’,,,,,,,,"['32’|0:0|Daniëlle van de Donk', '64’|0:1|Lieke Martens']",Feminina
Japan,United States,2,2,2011-07-17,2011,Germany,48817,(3) 2–2 (1),Final,Aya Miyama · 81’|Homare Sawa · 117’,Alex Morgan · 69’|Abby Wambach · 104’,,,,,Azusa Iwashimizu · 120+1’,,['97’|1:1|Aya Miyama'],,Feminina
Sweden,France,2,1,2011-07-16,2011,Germany,25515,2–1,Third-place match,Lotta Schelin · 29’|Marie Hammarström · 82’,Élodie Thomis · 56’,,,,,Josefine Öqvist · 68’,,,,Feminina
France,United States,1,3,2011-07-13,2011,Germany,25676,1–3,Semi-finals,Sonia Bompastor · 55’,Lauren Holiday · 9’|Abby Wambach · 79’|Alex Morgan · 82’,,,,,,,['90’|1:3|Élodie Thomis'],,Feminina
Japan,Sweden,3,1,2011-07-13,2011,Germany,45434,3–1,Semi-finals,Nahomi Kawasumi · 19’|Homare Sawa · 60’|Nahomi Kawasumi · 64’,Josefine Öqvist · 10’,,,,,,,,['70’|3:1|Annica Svensson'],Feminina
Sweden,Australia,3,1,2011-07-10,2011,Germany,24605,3–1,Quarter-finals,Therese Sjögran · 11’|Lisa Dahlkvist · 16’|Lotta Schelin · 52’,Ellyse Perry · 40’,,,,,,,"['67’|3:1|Therese Sjögran', '81’|3:1|Nilla Fischer']","['23’|2:0|Kyah Simon', '80’|3:1|Heather Garriock']",Feminina
Brazil,United States,2,2,2011-07-10,2011,Germany,25598,(3) 2–2 (5),Quarter-finals,Marta · 92’,Abby Wambach · 120+2’,,Daiane Rodrigues (OG) · 2’,Marta (P) · 68’,,,Rachel Van Hollebeke · 65’,"['44’|0:1|Aline Pellegrino', '45’|0:1|Marta', '112’|2:1|Maurine Dorneles Gonçalves', '117’|2:1|Érika']","['29’|0:1|Carli Lloyd', '67’|0:1|Hope Solo', '90+1’|1:1|Megan Rapinoe', '113’|2:1|Shannon Boxx']",Feminina
England,France,1,1,2011-07-09,2011,Germany,26395,(3) 1–1 (4),Quarter-finals,Jill Scott · 59’,Élise Bussaglia · 88’,,,,,,,"['5’|0:0|Fara Williams', '77’|1:0|Ellen White', '87’|1:0|Karen Bardsley', '90+4’|1:1|Jill Scott']",,Feminina
Germany,Japan,0,1,2011-07-09,2011,Germany,26067,0–1,Quarter-finals,,Karina Maruyama · 108’,,,,,,,['105+1’|0:0|Babett Peter'],"['55’|0:0|Azusa Iwashimizu', '72’|0:0|Mizuho Sakaguchi', '87’|0:0|Homare Sawa', '115’|0:1|Saki Kumagai']",Feminina
Australia,Norway,2,1,2011-07-06,2011,Germany,0,2–1,Group stage,Kyah Simon · 57’|Kyah Simon · 87’,Elise Thorsnes · 56’,,,,,,,"['45+2’|0:0|Kim Carroll', '68’|1:1|Heather Garriock']",['90+2’|2:1|Hedda Strand Gardsjord'],Feminina
Equatorial Guinea,Brazil,0,3,2011-07-06,2011,Germany,0,0–3,Group stage,,Érika · 49’|Cristiane · 54’,,,,Cristiane (P) · 90+3’,,,"['9’|0:0|Dulce', '60’|0:2|Blessing Diala', '90+3’|0:2|Bruna']","['74’|0:2|Francielle', '77’|0:2|Kóki']",Feminina
Korea DPR,Colombia,0,0,2011-07-06,2011,Germany,0,0–0,Group stage,,,,,,,,,,,Feminina
Sweden,United States,2,1,2011-07-06,2011,Germany,0,2–1,Group stage,,Abby Wambach · 67’,Amy LePeilbet (OG) · 35’,,Lisa Dahlkvist (P) · 16’,,,,['60’|2:0|Nilla Fischer'],['14’|0:0|Amy LePeilbet'],Feminina
England,Japan,2,0,2011-07-05,2011,Germany,0,2–0,Group stage,Ellen White · 15’|Rachel Yankey · 66’,,,,,,,,,,Feminina
New Zealand,Mexico,2,2,2011-07-05,2011,Germany,0,2–2,Group stage,Rebecca Smith · 90’|Hannah Wilkinson · 90+4’,Stephany Mayor · 2’|Maribel Domínguez · 29’,,,,,,,['33’|0:2|Rosie White'],['90’|0:2|Maribel Domínguez'],Feminina
France,Germany,2,4,2011-07-05,2011,Germany,0,2–4,Group stage,Marie-Laure Delie · 56’|Laura Georges · 72’,Kerstin Garefrekes · 25’|Inka Grings · 32’|Célia Šašić · 89’,,,,Inka Grings (P) · 68’,Bérangère Sapowicz · 65’,,"['40’|0:2|Élise Bussaglia', '41’|0:2|Laura Georges', '59’|1:2|Wendie Renard']","['17’|0:0|Lena Goeßling', '82’|2:3|Fatmire Alushi']",Feminina
Canada,Nigeria,0,1,2011-07-05,2011,Germany,0,0–1,Group stage,,Perpetua Nkwocha · 73’,,,,,,,,['59’|0:0|Onome Ebi'],Feminina
Australia,Equatorial Guinea,3,2,2011-07-03,2011,Germany,0,3–2,Group stage,Leena Khamis · 8’|Emily van Egmond · 48’|Lisa De Vanna · 51’,Genoveva Añonma · 21’|Genoveva Añonma · 83’,,,,,,,['72’|3:1|Lisa De Vanna'],"['41’|1:1|Genoveva Añonma', '46’|1:1|Ana Cristina da Silva', '79’|3:1|Sinforosa Nguema']",Feminina
Brazil,Norway,3,0,2011-07-03,2011,Germany,0,3–0,Group stage,Marta · 22’|Rosana · 46’|Marta · 48’,,,,,,,,['19’|0:0|Daiane Rodrigues'],,Feminina
Korea DPR,Sweden,0,1,2011-07-02,2011,Germany,0,0–1,Group stage,,Lisa Dahlkvist · 64’,,,,,,,,['60’|0:0|Caroline Seger'],Feminina
United States,Colombia,3,0,2011-07-02,2011,Germany,0,3–0,Group stage,Heather O'Reilly · 12’|Megan Rapinoe · 50’|Carli Lloyd · 57’,,,,,,,,['84’|3:0|Abby Wambach'],,Feminina
Japan,Mexico,4,0,2011-07-01,2011,Germany,0,4–0,Group stage,Homare Sawa · 13’|Shinobu Ohno · 15’|Homare Sawa · 39’|Homare Sawa · 80’,,,,,,,,,,Feminina
New Zealand,England,1,2,2011-07-01,2011,Germany,0,1–2,Group stage,Sarah Gregorius · 18’,Jill Scott · 63’|Jessica Clarke · 81’,,,,,,,,,Feminina
Canada,France,0,4,2011-06-30,2011,Germany,0,0–4,Group stage,,Gaëtane Thiney · 24’|Gaëtane Thiney · 60’|Camille Abily · 66’|Élodie Thomis · 83’,,,,,,,['52’|0:1|Diana Matheson'],['37’|0:1|Sonia Bompastor'],Feminina
Germany,Nigeria,1,0,2011-06-30,2011,Germany,0,1–0,Group stage,Simone Laudehr · 54’,,,,,,,,['74’|1:0|Kim Kulig'],['51’|0:0|Osinachi Ohale'],Feminina
Norway,Equatorial Guinea,1,0,2011-06-29,2011,Germany,0,1–0,Group stage,Emilie Haavi · 84’,,,,,,,,"['63’|0:0|Maren Mjelde', '90+2’|1:0|Elise Thorsnes']",,Feminina
Brazil,Australia,1,0,2011-06-29,2011,Germany,0,1–0,Group stage,Rosana · 54’,,,,,,,,,,Feminina
Colombia,Sweden,0,1,2011-06-28,2011,Germany,0,0–1,Group stage,,Jessica Landström · 57’,,,,,,,,['29’|0:0|Caroline Seger'],Feminina
United States,Korea DPR,2,0,2011-06-28,2011,Germany,0,2–0,Group stage,Lauren Holiday · 54’|Rachel Van Hollebeke · 76’,,,,,,,,,,Feminina
Japan,New Zealand,2,1,2011-06-27,2011,Germany,0,2–1,Group stage,Yūki Nagasato · 6’|Aya Miyama · 68’,Amber Hearn · 12’,,,,,,,,"['45+1’|1:1|Katie Bowen', '67’|1:1|Rebecca Smith', '77’|2:1|Amber Hearn']",Feminina
Mexico,England,1,1,2011-06-27,2011,Germany,0,1–1,Group stage,Mónica Ocampo · 33’,Fara Williams · 21’,,,,,,,['87’|1:1|Alina Garciamendez'],['88’|1:1|Casey Stoney'],Feminina
Nigeria,France,0,1,2011-06-26,2011,Germany,0,0–1,Group stage,,Marie-Laure Delie · 56’,,,,,,,,,Feminina
Germany,Canada,2,1,2011-06-26,2011,Germany,0,2–1,Group stage,Kerstin Garefrekes · 10’|Célia Šašić · 42’,Christine Sinclair · 82’,,,,,,,"['81’|2:0|Simone Laudehr', '90’|2:1|Annike Krahn']",,Feminina
Norway,United States,1,4,2007-09-30,2007,China PR,32068,1–4,Third-place match,Ragnhild Gulbrandsen · 63’,Abby Wambach · 30’|Abby Wambach · 46’|Lori Chalupny · 58’|Heather O'Reilly · 59’,,,,,,,,['28’|0:0|Lori Chalupny'],Feminina
Germany,Brazil,2,0,2007-09-30,2007,China PR,31000,2–0,Final,Birgit Prinz · 52’|Simone Laudehr · 86’,,,,,,,,"['7’|0:0|Kerstin Garefrekes', '63’|1:0|Linda Bresonik']",['59’|1:0|Daniela Alves Lima'],Feminina
United States,Brazil,0,4,2007-09-27,2007,China PR,47818,0–4,Semi-finals,,Marta · 27’|Cristiane · 56’|Marta · 79’,,Leslie Osborne (OG) · 20’,,,,,"['14’|0:0|Shannon Boxx', '26’|0:1|Lori Chalupny', '45+1’|0:2|Shannon Boxx', '49’|0:2|Abby Wambach']","['28’|0:2|Aline Pellegrino', '44’|0:2|Kóki']",Feminina
Germany,Norway,3,0,2007-09-26,2007,China PR,53819,3–0,Semi-finals,Kerstin Stegemann · 72’|Martina Müller · 75’,,Trine Rønning (OG) · 42’,,,,,,,['14’|0:0|Leni Larsen Kaurin'],Feminina
Norway,China PR,1,0,2007-09-23,2007,China PR,52000,1–0,Quarter-finals,Isabell Herlovsen · 32’,,,,,,,,"['59’|1:0|Gunhild Følstad', '83’|1:0|Ragnhild Gulbrandsen', '85’|1:0|Trine Rønning']",['69’|1:0|Wang Kun'],Feminina
